Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,spanish,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese
IZYgunT3MarksManRifle762HKPSG1Desc,items,gun,,,[00FF00]Weapon Type[-]: Marksman rifle. \n[00FF00]Attribute[-]: Perception. / [00FF00]Perk[-]: Dead Eye.\n[00FF00]Ammo/Cartridge[-]: 7.62mm.\n[00FF00]Repair Tool[-]: Repair Kit.\n[00FF00]Material[-]: Rifle Parts. \n[00FF00]Unique Ability[-]: [ff8000]None[-].,,,,,,,,,,,,,
IZYgunT4MarksManRifleM110SASS,items,gun,,,M110 SASS Rifle (T4),,,,,,,,,,,,,
IZYgunT4MarksManRifleM110SASSDesc,items,gun,,,[00FF00]Weapon Type[-]: Marksman rifle. \n[00FF00]Attribute[-]: Perception. / [00FF00]Perk[-]: Dead Eye.\n[00FF00]Ammo/Cartridge[-]: 7.62mm.\n[00FF00]Repair Tool[-]: Advanced Repair Kit.\n[00FF00]Material[-]: Rifle Parts. \n[00FF00]Unique Ability[-]: [ff8000]None[-].,,,,,,,,,,,,,
IZYgunT4MarksManRifle762SVUprototypeRifle,items,gun,,,Prototype SVU Rifle (T4),,,,,,,,,,,,,
IZYgunT4MarksManRifle762SVUprototypeRifleDesc,items,gun,,,[00FF00]Weapon Type[-]: Marksman rifle. \n[00FF00]Attribute[-]: Perception. / [00FF00]Perk[-]: Dead Eye.\n[00FF00]Ammo/Cartridge[-]: 7.62mm.\n[00FF00]Repair Tool[-]: Advanced Repair Kit.\n[00FF00]Material[-]: Rifle Parts. \n[00FF00]Unique Ability[-]: [ff8000]None[-].,,,,,,,,,,,,,
IZYgunT2ARSTG44N,items,gun,,,StG 44 Rifle (T2),,,,,,,,,,,,,
IZYgunT2ARSTG44NDesc,items,gun,,,[00FF00]Weapon Type[-]: Assault rifle. \n[00FF00]Attribute[-]: Fortitude. / [00FF00]Perk[-]: Machine Gunner.\n[00FF00]Ammo/Cartridge[-]: 7.62mm.\n[00FF00]Repair Tool[-]: Repair Kit.\n[00FF00]Material[-]: Machine Gun Parts. \n[00FF00]Unique Ability[-]: Install the Scope 4x/8x Mod to use the Night Hunter night-vision device.,,,,,,,,,,,,,
IZYgunT3ARAKM,items,gun,,,AKM Rifle (T3),,,,,,,,,,,,,
IZYgunT3ARAKMDesc,items,gun,,,[00FF00]Weapon Type[-]: Assault rifle. \n[00FF00]Attribute[-]: Fortitude. / [00FF00]Perk[-]: Machine Gunner.\n[00FF00]Ammo/Cartridge[-]: 7.62mm.\n[00FF00]Repair Tool[-]: Repair Kit.\n[00FF00]Material[-]: Machine Gun Parts. \n[00FF00]Unique Ability[-]: [ff8000]None[-].,,,,,,,,,,,,,
IZYgunT1BattleRifleBARbrowningautomaticrifle,items,gun,,,Browning Automatic Rifle (T1),,,,,,,,,,,,,
IZYgunT1BattleRifleBARbrowningautomaticrifleDesc,items,gun,,,[00FF00]Weapon Type[-]: Battle rifle. \n[00FF00]Attribute[-]: Fortitude. / [00FF00]Perk[-]: Machine Gunner.\n[00FF00]Ammo/Cartridge[-]: 7.62mm.\n[00FF00]Repair Tool[-]: Repair Kit.\n[00FF00]Material[-]: Machine Gun Parts. \n[00FF00]Unique Ability[-]: Attach the Drum Magazine Mod to obtain a special fire rate bonus.,,,,,,,,,,,,,
IZYgunT2BattleRifleFNFALRifle,items,gun,,,FNN FAL Rifle (T2),,,,,,,,,,,,,
IZYgunT2BattleRifleFNFALRifleDesc,items,gun,,,[00FF00]Weapon Type[-]: Battle rifle. \n[00FF00]Attribute[-]: Fortitude. / [00FF00]Perk[-]: Machine Gunner.\n[00FF00]Ammo/Cartridge[-]: 7.62mm.\n[00FF00]Repair Tool[-]: Repair Kit.\n[00FF00]Material[-]: Machine Gun Parts. \n[00FF00]Unique Ability[-]: [ff8000]None[-].,,,,,,,,,,,,,
IZYgunT3BattleRifleHKG3,items,gun,,,G3 Rifle (T3),,,,,,,,,,,,,
IZYgunT3BattleRifleHKG3Desc,items,gun,,,[00FF00]Weapon Type[-]: Battle rifle. \n[00FF00]Attribute[-]: Fortitude. / [00FF00]Perk[-]: Machine Gunner.\n[00FF00]Ammo/Cartridge[-]: 7.62mm.\n[00FF00]Repair Tool[-]: Repair Kit.\n[00FF00]Material[-]: Machine Gun Parts. \n[00FF00]Unique Ability[-]: [ff8000]None[-].,,,,,,,,,,,,,
IZYgunT4BattleRifleSCARH,items,gun,,,SCAR-H Rifle (T4),,,,,,,,,,,,,
IZYgunT4BattleRifleSCARHDesc,items,gun,,,[00FF00]Weapon Type[-]: Battle rifle. \n[00FF00]Attribute[-]: Fortitude. / [00FF00]Perk[-]: Machine Gunner.\n[00FF00]Ammo/Cartridge[-]: 7.62mm.\n[00FF00]Repair Tool[-]: Advanced Repair Kit.\n[00FF00]Material[-]: Machine Gun Parts. \n[00FF00]Unique Ability[-]: [ff8000]None[-].,,,,,,,,,,,,,
IZYgunT2LMGlightmachinegunRPD,items,gun,,,RPD Machine Gun (T2),,,,,,,,,,,,,
IZYgunT2LMGlightmachinegunRPDDesc,items,gun,,,[00FF00]Weapon Type[-]: Light machine gun. \n[00FF00]Attribute[-]: Fortitude. / [00FF00]Perk[-]: Machine Gunner.\n[00FF00]Ammo/Cartridge[-]: 7.62mm.\n[00FF00]Repair Tool[-]: Repair Kit.\n[00FF00]Material[-]: Machine Gun Parts. \n[00FF00]Unique Ability[-]: [ff8000]None[-].,,,,,,,,,,,,,
IZYgunT4LMGlightmachinegunMG34R,items,gun,,,Antique Machine Gun (T4),,,,,,,,,,,,,
IZYgunT4LMGlightmachinegunMG34RDesc,items,gun,,,[00FF00]Weapon Type[-]: Light machine gun. \n[00FF00]Attribute[-]: Fortitude. / [00FF00]Perk[-]: Machine Gunner.\n[00FF00]Ammo/Cartridge[-]: 7.62mm.\n[00FF00]Repair Tool[-]: Advanced Repair Kit.\n[00FF00]Material[-]: Machine Gun Parts. \n[00FF00]Unique Ability[-]: Install the Trigger Group: Burst/Full Auto Mod to obtain the MG-42.,,,,,,,,,,,,,
//==========================,,,,,,,,,,,,,,,,,,
//IZY_RMP_9mmVAL,,,,,,,,,,,,,,,,,,
//=========================,,,,,,,,,,,,,,,,,,
//VANILLA,,,,,,,,,,,,,,,,,,
gunHandgunT0PipePistol,items,Gun,,,Pipe Revolver (T0),,,,,,,,,,,,,
gunHandgunT0PipePistolDesc,items,Gun,,,A home-made revolver firing 9mm ammo.\n[00FF00]Weapon Type[-]: Improvised revolver. \n[00FF00]Attribute[-]: Agility. / [00FF00]Perk[-]: Gunslinger.\n[00FF00]Ammo/Cartridge[-]: 9mm.\n[00FF00]Repair Tool[-]: Short Iron Pipe.\n[00FF00]Material[-]: Scrap Iron.\n[00FF00]Notes[-]: Better than nothing.,,,,,,,,,,,,,
gunHandgunT1Pistol,items,Gun,,,M9 Pistol (T1),,,,,,,,,,,,,
gunHandgunT1PistolDesc,items,Gun,,,[00FF00]Weapon Type[-]: Common pistol. \n[00FF00]Attribute[-]: Agility. / [00FF00]Perk[-]: Gunslinger.\n[00FF00]Ammo/Cartridge[-]: 9mm.\n[00FF00]Repair Tool[-]: Repair Kit.\n[00FF00]Material[-]: Handgun Parts. \n[00FF00]Unique Ability[-]: [ff8000]None[-].,,,,,,,,,,,,,
gunHandgunT3SMG5,items,Gun,,,SMG-5 (T3),,,,,,,,,,,,,
gunHandgunT3SMG5Desc,items,Gun,,,[00FF00]Weapon Type[-]: Submachine gun. \n[00FF00]Attribute[-]: Agility. / [00FF00]Perk[-]: Gunslinger.\n[00FF00]Ammo/Cartridge[-]: 9mm.\n[00FF00]Repair Tool[-]: Repair Kit.\n[00FF00]Material[-]: Handgun Parts. \n[00FF00]Unique Ability[-]: [ff8000]None[-].,,,,,,,,,,,,,
//IZY,,,,,,,,,,,,,,,,,,
IZYgunT1Pistol9Makarov,items,gun,,,Makarov Pistol (T1),,,,,,,,,,,,,
IZYgunT1Pistol9MakarovDesc,items,gun,,,[00FF00]Weapon Type[-]: Pistol. \n[00FF00]Attribute[-]: Agility. / [00FF00]Perk[-]: Gunslinger.\n[00FF00]Ammo/Cartridge[-]: 9mm.\n[00FF00]Repair Tool[-]: Repair Kit.\n[00FF00]Material[-]: Handgun Parts. \n[00FF00]Unique Ability[-]: [ff8000]None[-].,,,,,,,,,,,,,
IZYgunT0SMGPIPEsubmachinegun,items,gun,,,Pipe SMG (T0),,,,,,,,,,,,,
IZYgunT0SMGPIPEsubmachinegunDesc,items,gun,,,[00FF00]Weapon Type[-]: Improvised SMG. \n[00FF00]Attribute[-]: Agility. / [00FF00]Perk[-]: Gunslinger.\n[00FF00]Ammo/Cartridge[-]: 9mm.\n[00FF00]Repair Tool[-]: Metal Pipe.\n[00FF00]Material[-]: Scrap Iron. \n[00FF00]Unique Ability[-]: [ff8000]None[-].\n[00FF00]Model made by[-]: [ff8000]Swope25[-].,,,,,,,,,,,,,
IZYgunT1SMGTec9submachinegun,items,gun,,,Tec-9 SMG (T1),,,,,,,,,,,,,
IZYgunT1SMGTec9submachinegunDesc,items,gun,,,[00FF00]Weapon Type[-]: Submachine gun. \n[00FF00]Attribute[-]: Agility. / [00FF00]Perk[-]: Gunslinger.\n[00FF00]Ammo/Cartridge[-]: 9mm.\n[00FF00]Repair Tool[-]: Repair Kit.\n[00FF00]Material[-]: Handgun Parts. \n[00FF00]Unique Ability[-]: [ff8000]None[-].,,,,,,,,,,,,,
IZYgunT2SMGUZIsubmachinegun,items,gun,,,UZI SMG (T2),,,,,,,,,,,,,
IZYgunT2SMGUZIsubmachinegunDesc,items,gun,,,[00FF00]Weapon Type[-]: Submachine gun. \n[00FF00]Attribute[-]: Agility. / [00FF00]Perk[-]: Gunslinger.\n[00FF00]Ammo/Cartridge[-]: 9mm.\n[00FF00]Repair Tool[-]: Repair Kit.\n[00FF00]Material[-]: Handgun Parts. \n[00FF00]Unique Ability[-]: [ff8000]None[-].,,,,,,,,,,,,,
IZYgunT3SMGMP9submachinegun,items,gun,,,MP9 SMG (T3),,,,,,,,,,,,,
IZYgunT3SMGMP9submachinegunDesc,items,gun,,,[00FF00]Weapon Type[-]: Submachine gun. \n[00FF00]Attribute[-]: Agility. / [00FF00]Perk[-]: Gunslinger.\n[00FF00]Ammo/Cartridge[-]: 9mm.\n[00FF00]Repair Tool[-]: Repair Kit.\n[00FF00]Material[-]: Handgun Parts. \n[00FF00]Unique Ability[-]: [ff8000]None[-].,,,,,,,,,,,,,
IZYgunT4SMGCZScorpionEVO3,items,gun,,,Scorpion EVO 3 SMG (T4),,,,,,,,,,,,,
IZYgunT4SMGCZScorpionEVO3Desc,items,gun,,,[00FF00]Weapon Type[-]: Submachine gun. \n[00FF00]Attribute[-]: Agility. / [00FF00]Perk[-]: Gunslinger.\n[00FF00]Ammo/Cartridge[-]: 9mm.\n[00FF00]Repair Tool[-]: Advanced Repair Kit.\n[00FF00]Material[-]: Handgun Parts. \n[00FF00]Unique Ability[-]: [ff8000]None[-].,,,,,,,,,,,,,
IZYgunT3SMGMP5Ksubmachinegun,items,gun,,,MP5K SMG (T3),,,,,,,,,,,,,
IZYgunT3SMGMP5KsubmachinegunDesc,items,gun,,,[00FF00]Weapon Type[-]: Submachine gun. \n[00FF00]Attribute[-]: Agility. / [00FF00]Perk[-]: Gunslinger.\n[00FF00]Ammo/Cartridge[-]: 9mm.\n[00FF00]Repair Tool[-]: Repair Kit.\n[00FF00]Material[-]: Handgun Parts. \n[00FF00]Unique Ability[-]: [ff8000]None[-].,,,,,,,,,,,,,
IZYgunT4SMGColt9mmsubmachinegun,items,gun,,,Colt 9mm SMG (T4),,,,,,,,,,,,,
IZYgunT4SMGColt9mmsubmachinegunDesc,items,gun,,,[00FF00]Weapon Type[-]: Submachine gun. \n[00FF00]Attribute[-]: Agility. / [00FF00]Perk[-]: Gunslinger.\n[00FF00]Ammo/Cartridge[-]: 9mm.\n[00FF00]Repair Tool[-]: Repair Kit.\n[00FF00]Material[-]: Handgun Parts. \n[00FF00]Unique Ability[-]: [ff8000]None[-].,,,,,,,,,,,,,
IZYgunT1DualPistolCOLTnavyRevolver,items,gun,,,Dual Colt Navy Revolvers (T1),,,,,,,,,,,,,
IZYgunT1DualPistolCOLTnavyRevolverDesc,items,gun,,,[00FF00]Weapon Type[-]: A pair of revolvers. \n[00FF00]Attribute[-]: Agility. / [00FF00]Perk[-]: Gunslinger.\n[00FF00]Ammo/Cartridge[-]: 9mm.\n[00FF00]Repair Tool[-]: Repair Kit.\n[00FF00]Material[-]: Handgun Parts. \n[00FF00]Unique Ability[-]: Look cool.,,,,,,,,,,,,,
IZYgunT2DualPistolM9bs,items,gun,,,Dual M9 Pistols (T2),,,,,,,,,,,,,
IZYgunT2DualPistolM9bsDesc,items,gun,,,[00FF00]Weapon Type[-]: A pair of pistols. \n[00FF00]Attribute[-]: Agility. / [00FF00]Perk[-]: Gunslinger.\n[00FF00]Ammo/Cartridge[-]: 9mm.\n[00FF00]Repair Tool[-]: Repair Kit.\n[00FF00]Material[-]: Handgun Parts. \n[00FF00]Unique Ability[-]: [ff8000]None[-].,,,,,,,,,,,,,
IZYgunT3DualPistolGlock18C,items,gun,,,Dual G18C Pistols (T3),,,,,,,,,,,,,
IZYgunT3DualPistolGlock18CDesc,items,gun,,,[00FF00]Weapon Type[-]: A pair of pistols. \n[00FF00]Attribute[-]: Agility. / [00FF00]Perk[-]: Gunslinger.\n[00FF00]Ammo/Cartridge[-]: 9mm.\n[00FF00]Repair Tool[-]: Repair Kit.\n[00FF00]Material[-]: Handgun Parts. \n[00FF00]Unique Ability[-]: [ff8000]None[-].,,,,,,,,,,,,,
IZYgunT4DualPistolMP9s,items,gun,,,Dual MP9 SMGs (T4),,,,,,,,,,,,,
IZYgunT4DualPistolMP9sDesc,items,gun,,,[00FF00]Weapon Type[-]: A pair of submachine guns. \n[00FF00]Attribute[-]: Agility. / [00FF00]Perk[-]: Gunslinger.\n[00FF00]Ammo/Cartridge[-]: 9mm.\n[00FF00]Repair Tool[-]: Advanced Repair Kit.\n[00FF00]Material[-]: Handgun Parts. \n[00FF00]Unique Ability[-]: [ff8000]None[-].,,,,,,,,,,,,,
IZYgunT4DualPistolC96M,items,gun,,, Dual C96A (T4),,,,,,,,,,,,,
IZYgunT4DualPistolC96MDesc,items,gun,,,,,,,,,,,,,,,,
//=====================================,,,,,,,,,,,,,,,,,,
// IZY_RMP_SG,,,,,,,,,,,,,,,,,,
//=====================================,,,,,,,,,,,,,,,,,,
gunShotgunT0PipeShotgun,items,Gun,,,Pipe Shotgun (T0),,,,,,,,,,,,,
gunShotgunT0PipeShotgunDesc,items,Gun,,,"A home-made gun firing shotgun shells. Effective at very close ranges.\n[00FF00]Weapon Type[-]: Improvised shotgun. \n[00FF00]Attribute[-]: Strength. / [00FF00]Perk[-]: Boomstick.\n[00FF00]Ammo/Cartridge[-]: Shotgun Shell.\n[00FF00]Repair Tool[-]: Short Iron Pipe.\n[00FF00]Material[-]: Scrap Iron. \n[00FF00]Unique Ability[-]: Better than nothing, but barely.",,,,,,,,,,,,,
gunShotgunT1DoubleBarrel,items,Gun,,,Double-barreled Shotgun (T1),,,,,,,,,,,,,
gunShotgunT1DoubleBarrelDesc,items,Gun,,,"A rusty double-barreled shotgun, great for close range carnage.\n[00FF00]Weapon Type[-]: Shotgun. \n[00FF00]Attribute[-]: Strength. / [00FF00]Perk[-]: Boomstick.\n[00FF00]Ammo/Cartridge[-]: Shotgun Shell.\n[00FF00]Repair Tool[-]: Repair Kit.\n[00FF00]Material[-]: Shotgun Parts.",,,,,,,,,,,,,
gunShotgunT2PumpShotgun,items,Gun,,,Pump Shotgun (T2),,,,,,,,,,,,,
gunShotgunT2PumpShotgunDesc,items,Gun,,,A classic long-barreled shotgun with pump-action loading.\n[00FF00]Weapon Type[-]: Pump-action shotgun. \n[00FF00]Attribute[-]: Strength. / [00FF00]Perk[-]: Boomstick.\n[00FF00]Ammo/Cartridge[-]: Shotgun Shell.\n[00FF00]Repair Tool[-]: Repair Kit.\n[00FF00]Material[-]: Shotgun Parts.,,,,,,,,,,,,,
gunShotgunT3AutoShotgun,items,Gun,,,Auto Shotgun (T3),,,,,,,,,,,,,
gunShotgunT3AutoShotgunDesc,items,Gun,,,A rare and devastating short range weapon capable of making minced meat out of anything in its path.\n[00FF00]Weapon Type[-]: Semi-automatic shotgun. \n[00FF00]Attribute[-]: Strength. / [00FF00]Perk[-]: Boomstick.\n[00FF00]Ammo/Cartridge[-]: Shotgun Shell.\n[00FF00]Repair Tool[-]: Repair Kit.\n[00FF00]Material[-]: Shotgun Parts.,,,,,,,,,,,,,
// IZY,,,,,,,,,,,,,,,,,,
ammoShotgunShellPremium,items,gun,,,12 Ga Magnum Shell (Ammo),,,,,,,,,,,,,
ammoShotgunShellPremiumDesc,items,gun,,,"Enhanced shotgun shell with doubled range, less spread and a small damage increase.",,,,,,,,,,,,,
ammoShotgunShellPremiumBundle,items,gun,,,Box of 12 Ga Magnum Shells (100),,,,,,,,,,,,,
// dragonbreath disabled,,,,,,,,,,,,,,,,,,
//ammoShotgunShellDragoBreath,items,gun,,,12 Ga Dragonbreath Shells,,,,,,,,,,,,,
//ammoShotgunShellDragoBreathDesc,items,gun,,,temporarily removed,,,,,,,,,,,,,
//ammoShotgunShellDragoBreathBundle,items,gun,,,Box of 12 Ga Dragonbreath Shells (100),,,,,,,,,,,,,
IZYgunT1TradshotgunDoubleBarrelOverUnder,items,gun,,,Over-Under Shotgun (T1),,,,,,,,,,,,,
IZYgunT1TradshotgunDoubleBarrelOverUnderDesc,items,gun,,,[00FF00]Weapon Type[-]: Break-action shotgun. \n[00FF00]Attribute[-]: Strength. / [00FF00]Perk[-]: Boomstick.\n[00FF00]Ammo/Cartridge[-]: Shotgun Shell.\n[00FF00]Repair Tool[-]: Repair Kit.\n[00FF00]Material[-]: Shotgun Parts. \n[00FF00]Unique Ability[-]: [ff8000]None[-].,,,,,,,,,,,,,
IZYgunT2TradshotgunLeveractionShotgunModel1887,items,gun,,,Model 1887 Shotgun (T2),,,,,,,,,,,,,
IZYgunT2TradshotgunLeveractionShotgunModel1887Desc,items,gun,,,[00FF00]Weapon Type[-]: Lever-action shotgun. \n[00FF00]Attribute[-]: Strength. / [00FF00]Perk[-]: Boomstick.\n[00FF00]Ammo/Cartridge[-]: Shotgun Shell.\n[00FF00]Repair Tool[-]: Repair Kit.\n[00FF00]Material[-]: Shotgun Parts. \n[00FF00]Unique Ability[-]: [ff8000]None[-].,,,,,,,,,,,,,
IZYgunT3TradshotgunTrenchGunM1897,items,gun,,,Model 1897 Trench Gun (T3),,,,,,,,,,,,,
IZYgunT3TradshotgunTrenchGunM1897Desc,items,gun,,,[00FF00]Weapon Type[-]: Pump-action combat shotgun. \n[00FF00]Attribute[-]: Strength. / [00FF00]Perk[-]: Boomstick.\n[00FF00]Ammo/Cartridge[-]: Shotgun Shell.\n[00FF00]Repair Tool[-]: Repair Kit.\n[00FF00]Material[-]: Shotgun Parts. \n[00FF00]Unique Ability[-]: [ff8000]None[-].,,,,,,,,,,,,,
IZYgunT4TradshotgunBrowningAuto5,items,gun,,,Browning Auto-5 Shotgun (T4),,,,,,,,,,,,,
IZYgunT4TradshotgunBrowningAuto5Desc,items,gun,,,[00FF00]Weapon Type[-]: Semi-automatic shotgun. \n[00FF00]Attribute[-]: Strength. / [00FF00]Perk[-]: Boomstick.\n[00FF00]Ammo/Cartridge[-]: Shotgun Shell.\n[00FF00]Repair Tool[-]: Advanced Repair Kit.\n[00FF00]Material[-]: Shotgun Parts. \n[00FF00]Unique Ability[-]: [ff8000]None[-].,,,,,,,,,,,,,
IZYgunT1TACCompactshotgunSuperShortty,items,gun,,,Super-Shorty Shotgun (T1),,,,,,,,,,,,,
IZYgunT1TACCompactshotgunSuperShorttyDesc,items,gun,,,[00FF00]Weapon Type[-]: Short-barrelled shotgun. \n[00FF00]Attribute[-]: Strength. / [00FF00]Perk[-]: Boomstick.\n[00FF00]Ammo/Cartridge[-]: Shotgun Shell.\n[00FF00]Repair Tool[-]: Repair Kit.\n[00FF00]Material[-]: Shotgun Parts. \n[00FF00]Unique Ability[-]: [ff8000]None[-].,,,,,,,,,,,,,
IZYgunT3TACshotgunSPAS12G,items,gun,,,SPAS-12 Shotgun (T3),,,,,,,,,,,,,
IZYgunT3TACshotgunSPAS12GDesc,items,gun,,,[00FF00]Weapon Type[-]: Combat shotgun. \n[00FF00]Attribute[-]: Strength. / [00FF00]Perk[-]: Boomstick.\n[00FF00]Ammo/Cartridge[-]: Shotgun Shell.\n[00FF00]Repair Tool[-]: Repair Kit.\n[00FF00]Material[-]: Shotgun Parts. \n[00FF00]Unique Ability[-]: Install the Trigger Group: Burst/Full Auto Mod to switch from pump-action to semi-auto mode.,,,,,,,,,,,,,
//IZYgunT4TACshotgunM1014,items,gun,,,M1014 Combat Shotgun (T4),,,,,,,,,,,,,
//IZYgunT4TACshotgunM1014Desc,items,gun,,,[00FF00]Weapon Type[-]: Combat shotgun. \n[00FF00]Attribute[-]: Strength. / [00FF00]Perk[-]: Boomstick.\n[00FF00]Ammo/Cartridge[-]: Shotgun Shell.\n[00FF00]Repair Tool[-]: Advanced Repair Kit.\n[00FF00]Material[-]: Shotgun Parts. \n[00FF00]Unique Ability[-]: [ff8000]None[-].,,,,,,,,,,,,,
//==================================,,,,,,,,,,,,,,,,,,
// IZY_RMP_44magnum,,,,,,,,,,,,,,,,,,
//==================================,,,,,,,,,,,,,,,,,,
//vanilla,,,,,,,,,,,,,,,,,,
gunHandgunT2Magnum44,items,Gun,,,.44 Magnum Revolver (T2),,,,,,,,,,,,,
gunHandgunT2Magnum44Desc,items,Gun,,,[00FF00]Weapon Type[-]: Powerful revolver. \n[00FF00]Attribute[-]: Agility. / [00FF00]Perk[-]: Gunslinger.\n[00FF00]Ammo/Cartridge[-]: .44 Magnum.\n[00FF00]Repair Tool[-]: Repair Kit. / [00FF00]Material[-]: Handgun Parts.\n[00FF00]Unique Ability[-]: Hand cannon.\n[00FF00]Notes[-]: The .44 Magnum is the king of handguns. It's the most powerful but makes the most noise. Wield this bad boy and make Clint proud.,,,,,,,,,,,,,
gunHandgunT3DesertVulture,items,Gun,,,.44 Desert Vulture (T3),,,,,,,,,,,,,
gunHandgunT3DesertVultureDesc,items,Gun,,,[00FF00]Weapon Type[-]: Heavy pistol. \n[00FF00]Attribute[-]: Agility. / [00FF00]Perk[-]: Gunslinger.\n[00FF00]Ammo/Cartridge[-]: .44 Magnum.\n[00FF00]Repair Tool[-]: Repair Kit. / [00FF00]Material[-]: Handgun Parts.\n[00FF00]Unique Ability[-]: Semi-automatic hand cannon.,,,,,,,,,,,,,
ammo44MagnumBulletHP,items,gun,,,HP .44 Magnum Ammo,,,,,,,,,,,,,
//IZY,,,,,,,,,,,,,,,,,,
IZYgunT3PistolMagnumAutomag44,items,gun,,,.44 AutoMag Heavy Pistol (T3),,,,,,,,,,,,,
IZYgunT3PistolMagnumAutomag44Desc,items,gun,,,[00FF00]Weapon Type[-]: Heavy pistol. \n[00FF00]Attribute[-]: Agility. / [00FF00]Perk[-]: Gunslinger.\n[00FF00]Ammo/Cartridge[-]: .44 Magnum.\n[00FF00]Repair Tool[-]: Repair Kit.\n[00FF00]Material[-]: Handgun Parts. \n[00FF00]Unique Ability[-]: [ff8000]None[-].,,,,,,,,,,,,,
IZYgunT4DualMagnumDesertEagles,items,gun,,,Dual Desert Eagle Pistols (T4),,,,,,,,,,,,,
IZYgunT4DualMagnumDesertEaglesDesc,items,gun,,,[00FF00]Weapon Type[-]: A pair of heavy pistols. \n[00FF00]Attribute[-]: Agility. / [00FF00]Perk[-]: Gunslinger.\n[00FF00]Ammo/Cartridge[-]: .44 Magnum.\n[00FF00]Repair Tool[-]: Advanced Repair Kit.\n[00FF00]Material[-]: Handgun Parts. \n[00FF00]Unique Ability[-]: [ff8000]None[-].,,,,,,,,,,,,,
//==========================,,,,,,,,,,,,,,,,,,
// IZY_RMP_Tech,,,,,,,,,,,,,,,,,,
//==========================,,,,,,,,,,,,,,,,,,
IZYgunT3TechnicalNailmachinegun,items,gun,,,Automatic Nailgun (T3),,,,,,,,,,,,,
IZYgunT3TechnicalNailmachinegunDesc,items,gun,,,[00FF00]Weapon Type[-]: A nailgun modified to fire in a fully automatic mode.\n[00FF00]Attribute[-]: Intellect. / [00FF00]Perk[-]: TBD.\n[00FF00]Ammo/Cartridge[-]: Nails.\n[00FF00]Repair Tool[-]: Repair Kit.\n[00FF00]Material[-]: Robotics Parts.,,,,,,,,,,,,,
//=================================,,,,,,,,,,,,,,,,,,
//Demolition Pack IZY_RMP_Demopack,,,,,,,,,,,,,,,,,,
//=================================,,,,,,,,,,,,,,,,,,
//VANILLA,,,,,,,,,,,,,,,,,,
gunExplosivesT3RocketLauncher,items,Gun,,,Rocket Launcher (T3),,,,,,,,,,,,,
gunExplosivesT3RocketLauncherDesc,items,Gun,,,A Rocket Launcher shoots rocket propelled grenades.\n[00FF00]Ammo/Cartridge[-]: Rocket HE or Rocket Frag. \n[00FF00]Repair Tool[-]: Repair Kit.\n[00FF00]Material[-]: Rocket Launcher Parts.\n[00FF00]Skill Magazine[-]: Explosive Magazine.\n[00FF00]Required Skill Level[-]: 50.,,,,,,,,,,,,,
ammoRocketHEDesc,items,Ammo,,,A high explosive rocket used as rocket launcher ammunition can be crafted at a forge and workbench once you've gained the perk.\n[00FF00]Skill Magazine[-]: Explosive Magazine.\n[00FF00]Required Skill Level[-]: 45.,,,,,,,,,,,,,
ammoRocketFragDesc,items,Ammo,,,A fragmentation rocket used as rocket launcher ammunition can be crafted at a forge and workbench once you've gained the perk.\n[00FF00]Skill Magazine[-]: Explosive Magazine.\n[00FF00]Required Skill Level[-]: 45.,,,,,,,,,,,,,
//IZY,,,,,,,,,,,,,,,,,,
//Grenades,,,,,,,,,,,,,,,,,,
ammo25mmGrenadeTraining,items,gun,,,25mm Training Grenade (Ammo),,,,,,,,,,,,,
ammo25mmGrenadeTrainingDesc,items,gun,,,25mm Training Grenade.\n[00FF00]Usage[-]: Deals direct damage to a single enemy. Use against tanky targets.\n[00FF00]Skill Magazine[-]: Explosive Magazine.\n[00FF00]Required Skill Level[-]: 45.,,,,,,,,,,,,,
ammo25mmGrenadeFRAGS,items,gun,,,25mm Frag Grenade (Ammo),,,,,,,,,,,,,
ammo25mmGrenadeFRAGSDesc,items,gun,,,25mm Fragmentation Grenade.\n[00FF00]Usage[-]: Use against multiple targets in a wide area. Doesn't damage blocks.\n[00FF00]Skill Magazine[-]: Explosive Magazine.\n[00FF00]Required Skill Level[-]: 50.,,,,,,,,,,,,,
ammo25mmGrenadeHE,items,gun,,,25mm HE Grenade (Ammo),,,,,,,,,,,,,
ammo25mmGrenadeHEDesc,items,gun,,,25mm High Explosive Grenade. \n[00FF00]Usage[-]: Does high damage in a small area. Great against small groups of tanky targets. Safe to use in restricted spaces.\n[00FF00]Skill Magazine[-]: Explosive Magazine.\n[00FF00]Required Skill Level[-]: 50.,,,,,,,,,,,,,
ammoRocketRPGTraning,items,gun,,,40mm Training Grenade (Ammo),,,,,,,,,,,,,
ammoRocketRPGTraningDesc,items,gun,,,A self-propelled 40mm Training Grenade.\n[00FF00]Usage[-]: Deals direct damage to a single enemy. Use against tanky targets.\n[00FF00]Skill Magazine[-]: Explosive Magazine.\n[00FF00]Required Skill Level[-]: 55.,,,,,,,,,,,,,
ammoRocketRPGHE,items,gun,,,40mm HE Grenade (Ammo),,,,,,,,,,,,,
